SiteID,country,city,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Weekday mean,Weekend mean,Daily mean
site60,ES,Valencia (3),3.63,2.86,3.61,7.57,14.46,9.31,6.83,4.44,8.74,6.9
site61,FI,Espoo,7.32,8.9,13.91,54.59,96.9,29.02,12.35,9.52,48.6,31.86
site62,FI,Helsinki,9.41,11.67,13.71,54.98,93.41,40.24,15.69,12.26,50.59,34.16
site64,FI,Joensuu,2.7,8.01,2.62,3.42,7.5,5.47,2.21,4.31,4.75,4.56
site65,FI,Jyväskylä,7.66,14,11.99,27.74,24.6,25.83,5.4,9.02,22.54,16.75
site69,FI,Kotka,9.24,5.98,6.83,17.35,26.13,15.56,8.22,7.81,16.47,12.76
site71,FI,Kuopio,4.98,4.11,13.36,20.54,30.17,14.5,6.26,5.11,19.64,13.42
site72,FI,Lahti,6.46,15.41,11.53,23.95,34.73,23.85,9.89,10.58,23.51,17.97
site73,FI,Lappeenranta,1.99,3.71,19.61,39.92,21.07,9.13,6.34,4.01,22.43,14.54
site76,FI,Oulu,7.39,7.64,17.07,7.99,16.24,8.47,7.39,7.47,12.44,10.31
site80,FI,Rovaniemi,7.12,4.29,4.92,26.11,26.14,21.27,10.08,7.16,19.61,14.27
site82,FI,Savonlinna,15.12,7.81,6.86,25.63,47.65,25,15.3,12.74,26.29,20.48
site84,FI,Tampere,15.49,20.48,22.41,43.47,52.83,24.55,10.32,15.43,35.82,27.08
site85,FI,Turku,4.6,14.12,10.37,24.52,34.16,19.07,9.26,9.32,22.03,16.59
site86,FI,Vaasa,11.71,12.43,12.68,37.43,33.73,15.42,7.28,10.47,24.82,18.67
site88,FR,Bordeaux I,15.59,7.75,11.55,9.89,35.36,13.55,3.03,10.72,16.14,13.82
site90,FR,Paris Seine Centre,5.64,9.69,25.2,44.2,17.1,11.6,6.66,7.33,24.53,17.16
site92,GB,Bristol,4.29,13.28,13.83,84.84,162.01,55.25,25.03,14.2,78.98,51.22
site94,GR,Athens,1.78,2.09,1.06,3.99,4.59,3.12,1.12,1.66,3.19,2.53
site98,HR,Zagreb,19.84,14.24,13.72,72.78,122.52,68.26,33.21,22.43,69.32,49.22
site99,IS,Reykjavik Klettagarðar,25.96,28.92,37.83,55.24,58.39,40.01,17.04,23.97,47.87,37.63
site101,IT,Milan,1.74,1.41,1.59,6.32,12.05,5.45,2.57,1.91,6.35,4.45
site108,NL,Eindhoven,102.17,95.31,47.44,93.78,251.47,171.1,118.91,105.46,140.95,125.74
site111,NL,Utrecht,52.63,48.45,40,154.04,142.25,120.69,63.17,54.75,114.25,88.75
site112,NO,Oslo,62.09,56.49,157.37,,,129.06,68.78,62.45,143.22,94.76
site114,PT,Almada,2.54,1.55,0.7,4.56,4.67,4.71,0.87,1.65,3.66,2.8
site115,PT,Lisbon,15.07,18.36,13.96,44.11,50.51,28.03,18.35,17.26,34.15,26.91
site116,PT,Porto,4.74,1.22,3.66,12.42,26.94,10.62,15.84,7.27,13.41,10.78
site123,SE,Stockholm (2),21.95,19.21,14.96,55.25,83.49,43.71,25.71,22.29,49.35,37.75
site133,SK,Bratislava (2),11.09,7.26,15.64,46.11,61.63,19.55,23.56,13.97,35.73,26.41
site134,SK,Piestany,6.94,5.59,2.95,18.97,16.51,13.15,7,6.51,12.9,10.16
